name,pointx_class,feature_easting,feature_northing,street_name,locality,geographic_county,postcode,admin_boundary,brand,FEATClass
Punch Bowl,1020034,460216.9,451996.8,Stonegate,York,North Yorkshire,YO1 8AN,York,Nicholson's Pubs,Restaurants
Old White Swan,1020034,460430.5,451999.2,Goodramgate,York,North Yorkshire,YO1 7LF,York,Nicholson's Pubs,Restaurants
Pine Cafe,1020013,430483,433602,City Centre,Leeds,West Yorkshire,LS2 7HY,Leeds District,,Cafes
General Eliott,1020034,430363.2,433514.2,Vicar Lane,Leeds,West Yorkshire,LS1 6DS,Leeds District,,Restaurants
Dixy Chicken,1020018,430287.2,433853.9,New Briggate,Leeds,West Yorkshire,LS2 8JD,Leeds District,Dixy Chicken,Takeaways
Holgate News,9470699,430511.6,433466,New York Street,Leeds,West Yorkshire,LS2 7DT,Leeds District,,Convenience Stores
Arden News,9470699,430672.9,433487.2,New York Street,Leeds,West Yorkshire,LS2 7HU,Leeds District,Arden News,Convenience Stores
Super Sandwich,1020018,384552.2,398290.3,Newton Street,Manchester,Greater Manchester,M1 1HF,Manchester District,,Takeaways
Nibbles,1020018,384118.3,399531.7,Cheetham Hill Road,Manchester,Greater Manchester,M4 4ER,Manchester District,,Takeaways
Scarbrough Hotel,1020034,429992.2,433325.9,Bishopgate Street,Leeds,West Yorkshire,LS1 5DY,Leeds District,Nicholson's Pubs,Restaurants
N. Gifford,9470662,430546,433522,City Centre,Leeds,West Yorkshire,LS2 7HY,Leeds District,,Speciality Outlets
Lucky's,1020018,429340.8,435011.1,Raglan Road,Leeds,West Yorkshire,LS2 9DZ,Leeds District,,Takeaways
Mr. Meats,9470662,430546,433522,City Centre,Leeds,West Yorkshire,LS2 7HY,Leeds District,,Speciality Outlets
Bakery 164,9470661,429598.4,434756.5,Woodhouse Lane,Leeds,West Yorkshire,LS2 9HB,Leeds District,,Takeaways
S & S Butchers,9470662,430546,433522,City Centre,Leeds,West Yorkshire,LS2 7HY,Leeds District,,Speciality Outlets
Prices Quality Butchers,9470662,430546,433522,City Centre,Leeds,West Yorkshire,LS2 7HY,Leeds District,,Speciality Outlets
Duck & Drake,1020034,430551.9,433394.9,Kirkgate,Leeds,West Yorkshire,LS2 7DR,Leeds District,,Restaurants
Riveresque,1020018,430282.1,433194,Bridge End,Leeds,West Yorkshire,LS1 7HG,Leeds District,,Takeaways
La Rosa Pizza,1020018,384736.3,398584.8,Great Ancoats Street,Manchester,Greater Manchester,M4 5AB,Manchester District,,Takeaways
Mother Mac's,1020034,384522.2,398322.3,Back Piccadilly,Manchester,Greater Manchester,M1 1HP,Manchester District,,Restaurants
Subway,1020018,430118.1,433360.3,Boar Lane,Leeds,West Yorkshire,LS1 6EA,Leeds District,Subway,Takeaways
Upper Crust,1020018,384844.8,397819.4,Piccadilly Station,"City Centre, Manchester",Greater Manchester,M1 2BN,Manchester District,Upper Crust,Takeaways
McDonald's Restaurant,1020018,384159.6,398461.5,Market Street,Manchester,Greater Manchester,M2 1NP,Manchester District,McDonald's,Takeaways
Monk Bar Chocolatiers,9470663,460456.4,451895.3,Shambles,York,North Yorkshire,YO1 7LZ,York,,Speciality Outlets
The Burton Stone Inn,1020034,459603.7,452729.4,Clifton,York,North Yorkshire,YO30 6AW,York,,Restaurants
The Artful Dodger Bar,1020034,459972.3,451624,Micklegate,York,North Yorkshire,YO1 6LJ,York,,Restaurants
The Jolly Butcher,9470662,383450.6,401117.1,Great Cheetham Street East,Salford,Greater Manchester,M7 4TW,Salford District,,Speciality Outlets
The Habit,1020034,460460.6,452114.2,Goodramgate,York,North Yorkshire,YO1 7LF,York,,Restaurants
Cranberry Sandwich Bar,1020013,420177.5,445421,Kirkgate,Otley,West Yorkshire,LS21 3HN,Leeds District,,Cafes
Goole's Traditional Sweet Shop,9470663,474540.2,423681.8,Paradise Place,Goole,East Riding of Yorkshire,DN14 5DL,East Riding of Yorkshire,,Speciality Outlets
Neptune Express,1020018,433321.3,420910.9,Westmorland Street,Wakefield,West Yorkshire,WF1 1PN,Wakefield District,,Takeaways
Fresh & Easy Mini Market,9470699,407916,425452,Queens Road,Halifax,West Yorkshire,HX1 4NS,Calderdale District,,Convenience Stores
The Egerton Inn,1020034,383964.1,402030.5,Hanlon Street,Manchester,Greater Manchester,M8 5BY,Manchester District,Joseph Holt,Restaurants
Carvers Fish & Chips,1020020,489424,408622,Ashby High Street,Scunthorpe,Lincolnshire,DN16 2RX,North Lincolnshire,,Takeaways
Flavours,1020013,436310,434654,Crossgates Shopping Centre,Leeds,West Yorkshire,LS15 8EU,Leeds District,,Cafes
Monkey King Take Away,1020018,460490.3,452751.3,Lowther Street,York,North Yorkshire,YO31 7NB,York,,Takeaways
Bromley Street General Store,9470699,458694.9,452396.3,Bromley Street,York,North Yorkshire,YO26 4YQ,York,,Convenience Stores
Suddaby's,1020034,478735.2,471705.9,Wheelgate,Malton,North Yorkshire,YO17 7HP,Ryedale District,,Restaurants
Cha Chas,1020018,384548.1,432563.4,Yorkshire Street,Burnley,Lancashire,BB11 3BN,Burnley District,,Takeaways
Ryelane,1020018,407935,425395,Queens Road,Halifax,West Yorkshire,HX1 4NJ,Calderdale District,,Takeaways
Fultons Deals,9470667,435612.8,436401.5,Seacroft Avenue,Leeds,West Yorkshire,LS14 6JD,Leeds District,Fultons Foods,Speciality Outlets
The Fresh Food Company,9470665,480181.4,448919.9,Grape Lane,"Pocklington, York",East Riding of Yorkshire,YO42 2RA,East Riding of Yorkshire,,Speciality Outlets
Thorntons,9470663,414576.1,422871.7,Commercial Street,Brighouse,West Yorkshire,HD6 1AF,Calderdale District,Thorntons,Speciality Outlets
Coffee Co,1020013,468612.2,413417.8,King Street,"Thorne, Doncaster",South Yorkshire,DN8 5BA,Doncaster District,,Cafes
Munch,1020013,384228.6,432583.5,St. James's Street,Burnley,Lancashire,BB11 1QL,Burnley District,,Cafes
Artisan Bakery,9470661,427869.3,436163.9,North Lane,"Headingley, Leeds",West Yorkshire,LS6 3HG,Leeds District,,Takeaways
Grahams,9470699,391948.7,407709.4,Market Square,"Royton, Oldham",Greater Manchester,OL2 5QD,Oldham District,,Convenience Stores
Red Bear,1020034,468676,413298.8,The Green,"Thorne, Doncaster",South Yorkshire,DN8 5AT,Doncaster District,,Restaurants
The White Hart,1020034,468818,413229.3,Market Place,"Thorne, Doncaster",South Yorkshire,DN8 5DP,Doncaster District,,Restaurants
Jk's Chinese Takeaway,1020018,399020.3,427202.4,Market Street,Hebden Bridge,West Yorkshire,HX7 6EU,Calderdale District,,Takeaways
Desi,9470663,392546.4,404838.1,Union Street,Oldham,Greater Manchester,OL1 1HH,Oldham District,,Speciality Outlets
Toasted,1020013,468721.6,413230.2,Finkle Street,"Thorne, Doncaster",South Yorkshire,DN8 5DE,Doncaster District,,Cafes
Continental Food Store,9470699,432822,420641.7,Westgate,Wakefield,West Yorkshire,WF1 1EW,Wakefield District,,Convenience Stores
Lee's Traditional Fish & Chips,1020020,424525.5,421718.8,Union Street,Dewsbury,West Yorkshire,WF13 1BG,Kirklees District,,Takeaways
The Royal Oak,1020034,437082,401470,Barnsley Road,"Hoyland, Barnsley",South Yorkshire,S74 0QN,Barnsley District,,Restaurants
Mojo Coffee Lounge,1020013,478389.4,403809.8,Market Place,"Epworth, Doncaster",Lincolnshire,DN9 1EG,North Lincolnshire,,Cafes
Newton Hill Newsagents,9470699,432916,422562.3,Leeds Road,Wakefield,West Yorkshire,WF1 2HR,Wakefield District,,Convenience Stores
Scufflers,1020018,431939.6,420880,Alverthorpe Road,Wakefield,West Yorkshire,WF2 9PL,Wakefield District,,Takeaways
The Redoubt,1020034,432173.5,420339.9,Horbury Road,Wakefield,West Yorkshire,WF2 8TS,Wakefield District,,Restaurants
Cross Lane Fisheries,1020020,431949.3,420063.4,Horbury Road,Wakefield,West Yorkshire,WF2 8BQ,Wakefield District,,Takeaways
Shandaar Sweets,9470661,414589,431972,Great Horton Road,Bradford,West Yorkshire,BD7 3HG,Bradford District,,Takeaways
Gt Butchers & Grocers,9470662,414934.4,432252.1,Great Horton Road,Bradford,West Yorkshire,BD7 3BG,Bradford District,,Speciality Outlets
Euro Market,9470699,407918,425209,Queens Road,Halifax,West Yorkshire,HX1 4NE,Calderdale District,,Convenience Stores
Rasmus Seafood Emporium,9470666,430394,456277,Town Centre,Harrogate,North Yorkshire,HG1 5HY,Harrogate District,,Speciality Outlets
Shaake,1020013,414649.8,416606.2,King Street,Huddersfield,West Yorkshire,HD1 2PZ,Kirklees District,,Cafes
Coffee Cali,1020013,414559.3,416527.1,Princess Alexandra Walk,Huddersfield,West Yorkshire,HD1 2RS,Kirklees District,,Cafes
Lahori Kebabish,1020018,384242.9,399739.9,Cheetham Hill Road,Manchester,Greater Manchester,M8 8PZ,Manchester District,,Takeaways
Lucky Fortune,1020018,426627.2,427703.2,Peel Street,"Morley, Leeds",West Yorkshire,LS27 8QE,Leeds District,,Takeaways
B & U Fast Food,1020018,415827.2,432642,Morley Street,Bradford,West Yorkshire,BD7 1BB,Bradford District,,Takeaways
Hing Fat,1020018,385728.9,401456.8,Rochdale Road,Manchester,Greater Manchester,M9 5XD,Manchester District,,Takeaways
New Ashy's Chippy,1020020,384223.2,402345.6,Crumpsall Lane,Manchester,Greater Manchester,M8 5SG,Manchester District,,Takeaways
Britannia Inn,1020034,386919.6,405902.2,Middleton Gardens,"Middleton, Manchester",Greater Manchester,M24 4DF,Rochdale District,J.W.Lees,Restaurants
Raja,1020018,434808.4,406042.9,Sheffield Road,Barnsley,South Yorkshire,S70 1HP,Barnsley District,,Takeaways
The New Wheel,1020034,431478.9,422613.2,Wrenthorpe Road,Wakefield,West Yorkshire,WF2 0JN,Wakefield District,,Restaurants
Queens Road Mini Market,9470699,407917,425171,Queens Road,Halifax,West Yorkshire,HX1 4NE,Calderdale District,,Convenience Stores
Premier Stores,9470699,433075,424066.1,Leeds Road,Wakefield,West Yorkshire,WF1 2LU,Wakefield District,Premier,Convenience Stores
Pizza King,1020018,432771.3,423475.8,Leeds Road,Wakefield,West Yorkshire,WF1 2JB,Wakefield District,,Takeaways
Jack in A Box,1020018,432780.3,423491,Leeds Road,Wakefield,West Yorkshire,WF1 2JB,Wakefield District,,Takeaways
Station Hotel,1020034,424681.6,421955,Crackenedge Lane,Dewsbury,West Yorkshire,WF13 1QY,Kirklees District,,Restaurants
Dewsbury Market,9470705,424670.4,421889.6,Cloth Hall Street,Dewsbury,West Yorkshire,WF13 1QE,Kirklees District,,Speciality Outlets
Mercers Bakery,9470661,434502.3,419027.2,Agbrigg Road,Wakefield,West Yorkshire,WF1 5AU,Wakefield District,,Takeaways
The Berkeley Hotel,1020034,487165,411260.5,Doncaster Road,Scunthorpe,Lincolnshire,DN15 7DS,North Lincolnshire,,Restaurants
Costcutter,9470699,462067.4,437832,Main Street,"Riccall, York",North Yorkshire,YO19 6QD,Selby District,Costcutter,Convenience Stores
The Railway,1020034,387841.8,400948.7,Dean Lane,Manchester,Greater Manchester,M40 3AE,Manchester District,Joseph Holt,Restaurants
Moston Super Store,9470699,388006.6,402674.1,Moston Lane,Manchester,Greater Manchester,M40 5GT,Manchester District,,Convenience Stores
Lucky House,1020018,388001.7,402797.8,Moston Lane,Manchester,Greater Manchester,M40 5RJ,Manchester District,,Takeaways
The Running Man,1020034,408730.5,425497.9,Pellon Lane,Halifax,West Yorkshire,HX1 5QN,Calderdale District,,Restaurants
The Bradford Inn,1020034,386184.6,398966,Bradford Road,Manchester,Greater Manchester,M40 7AS,Manchester District,Joseph Holt,Restaurants
Costcutter,9470699,446840.7,452378.7,Westfield Road,"Tockwith, York",North Yorkshire,YO26 7PY,Harrogate District,Costcutter,Convenience Stores
Costcutter,9470699,384183.8,410805.1,Bury New Road,Heywood,Greater Manchester,OL10 4RF,Rochdale District,Costcutter,Convenience Stores
Costcutter,9470699,443029,445594,High Street,"Boston Spa, Wetherby",West Yorkshire,LS23 6BT,Leeds District,Costcutter,Convenience Stores
Megabites Sandwiches,1020018,434694.5,428200.9,Gillett Lane,"Rothwell, Leeds",West Yorkshire,LS26 0EG,Leeds District,,Takeaways
Costcutter,9470699,414861,425227,Bradford Road,Brighouse,West Yorkshire,HD6 4DY,Calderdale District,Costcutter,Convenience Stores
Shake A Mania,1020018,398917.8,451546,Keighley Road,Skipton,North Yorkshire,BD23 2NS,Craven District,,Takeaways
One Stop,9470699,477686.6,404241,Station Road,"Epworth, Doncaster",Lincolnshire,DN9 1JU,North Lincolnshire,Tesco One Stop,Convenience Stores
One Stop,9470699,384608.3,434141.5,Colne Road,Burnley,Lancashire,BB10 1DY,Burnley District,Tesco One Stop,Convenience Stores
One Stop,9470699,390475.9,403729.7,Butler Green,"Chadderton, Oldham",Greater Manchester,OL9 8NQ,Oldham District,Tesco One Stop,Convenience Stores
The Masons Arms,1020034,457655.7,403485.3,Market Place,Doncaster,South Yorkshire,DN1 1ND,Doncaster District,,Restaurants
Horse & Groom,1020034,457733.5,403450.9,East Laith Gate,Doncaster,South Yorkshire,DN1 1JG,Doncaster District,,Restaurants
Pizza Jim,1020018,457644.6,403307.1,Silver Street,Doncaster,South Yorkshire,DN1 1HG,Doncaster District,,Takeaways
Starbucks Coffee Co UK Ltd,1020013,457273,403359,Town Centre,Doncaster,South Yorkshire,DN1 1SW,Doncaster District,Starbucks Coffee,Cafes
Danum News & Off Licence,9470699,457584.3,403241,High Street,Doncaster,South Yorkshire,DN1 1DL,Doncaster District,,Convenience Stores
The White Swan,1020034,457351.2,403436.7,French Gate,Doncaster,South Yorkshire,DN1 1QQ,Doncaster District,,Restaurants
The Staff of Life,1020034,457613,403062,Princegate,Doncaster,South Yorkshire,DN1 3EN,Doncaster District,,Restaurants
Londis,9470699,460619,453245,Haxby Road,York,North Yorkshire,YO31 8JN,York,Londis,Convenience Stores
Warszawa Mini Market,9470669,457753.7,403575.5,Copley Road,Doncaster,South Yorkshire,DN1 2PF,Doncaster District,,Speciality Outlets
The Seven Stars - J D Wetherspoon,1020034,384122.3,398744.6,Withy Grove,Manchester,Greater Manchester,M4 2BS,Manchester District,Wetherspoon,Restaurants
Subway,1020018,422305.4,420495.1,Town Centre,Dewsbury,West Yorkshire,WF13 3JR,Kirklees District,Subway,Takeaways
Subway,1020018,418378,430730,Tong Street,Bradford,West Yorkshire,BD4 9PZ,Bradford District,Subway,Takeaways
Subway,1020018,415110,432994,Legrams Lane,Bradford,West Yorkshire,BD7 1ND,Bradford District,Subway,Takeaways
Subway,1020018,418952,437294,New Line,Bradford,West Yorkshire,BD10 9AP,Bradford District,Subway,Takeaways
Rustica,1020018,384492.7,398543.6,Hilton Street,Manchester,Greater Manchester,M4 1LP,Manchester District,,Takeaways
Thai Xpress,1020018,431126.2,431957.6,Hunslet Road,Leeds,West Yorkshire,LS10 1NJ,Leeds District,,Takeaways
Costa Coffee,1020013,430327,432415,Stourton,Leeds,West Yorkshire,LS10 1ET,Leeds District,Costa,Cafes
Pasha Market,9470699,431871.1,435548,Harehills Road,Leeds,West Yorkshire,LS8 5PB,Leeds District,,Convenience Stores
Lumsar News,9470699,428679.6,434912.3,Hyde Park Road,Leeds,West Yorkshire,LS6 1AJ,Leeds District,,Convenience Stores
Subway,1020018,457204.8,403388.4,Frenchgate Centre,Doncaster,South Yorkshire,DN1 1LB,Doncaster District,Subway,Takeaways
Londis,9470699,393709.4,411565.3,Huddersfield Road,"Newhey, Rochdale",Greater Manchester,OL16 3QF,Rochdale District,Londis,Convenience Stores
Londis,9470699,390645.2,414436.2,Halifax Road,Rochdale,Greater Manchester,OL12 9BA,Rochdale District,Londis,Convenience Stores
Tesco Express,9470699,407856.6,427406.8,Keighley Road,Halifax,West Yorkshire,HX2 8BA,Calderdale District,Tesco Express,Convenience Stores
Subway,1020018,386068.4,401825.2,Lee Road,Manchester,Greater Manchester,M9 4DH,Manchester District,Subway,Takeaways
Tnq Restaurant & Bar,1020034,384430.2,398690,High Street,Manchester,Greater Manchester,M4 1HT,Manchester District,,Restaurants
Newroz Mini Market,9470699,431090,434252,Cherry Row,Leeds,West Yorkshire,LS9 7LY,Leeds District,,Convenience Stores
Deli Kitchen,1020018,429620.8,433947.2,Great George Street,Leeds,West Yorkshire,LS1 3BB,Leeds District,,Takeaways
Subway,1020018,389624.8,403486.8,Broadway,"Chadderton, Oldham",Greater Manchester,OL9 8AP,Oldham District,Subway,Takeaways
Subway,1020018,385272,410923.8,Dawson Street,Heywood,Greater Manchester,OL10 4PN,Rochdale District,Subway,Takeaways
Londis,9470699,412646.2,407158.7,Woodhead Road,"Holmbridge, Holmfirth",West Yorkshire,HD9 2NL,Kirklees District,Londis,Convenience Stores
Subway,1020018,430324.7,432418.8,Stourton,Leeds,West Yorkshire,LS10 1ET,Leeds District,Subway,Takeaways
Tesco Express,9470699,435289.6,428909.7,Leeds Road,"Oulton, Leeds",West Yorkshire,LS26 8JY,Leeds District,Tesco Express,Convenience Stores
Govin Newsagents,9470699,384352.9,397119.5,Oxford Road,Manchester,Greater Manchester,M1 7DY,Manchester District,,Convenience Stores
Tesco Express,9470699,466215.4,409656.6,Station Road,"Hatfield, Doncaster",South Yorkshire,DN7 6QD,Doncaster District,Tesco Express,Convenience Stores
Tesco Express,9470699,489289.3,408663.7,Ashby High Street,Scunthorpe,Lincolnshire,DN16 2RY,North Lincolnshire,Tesco Express,Convenience Stores
Vinus Superstore,9470699,429919.1,436657.2,Scott Hall Road,Leeds,West Yorkshire,LS7 2EF,Leeds District,,Convenience Stores
The Grove Inn,1020034,387871.6,398498,Ashton New Road,Manchester,Greater Manchester,M11 4SQ,Manchester District,Joseph Holt,Restaurants
Pizza Palazzo,1020018,411568.6,447716.7,South Hawksworth Street,Ilkley,West Yorkshire,LS29 9LA,Bradford District,,Takeaways
The Wells Cafe & Bistro,9470798,411754.9,447562.9,Wells Road,Ilkley,West Yorkshire,LS29 9JB,Bradford District,,Cafes
Dan Benn Butchers,9470662,409377,425120,Borough Market,Halifax,West Yorkshire,HX1 1DY,Calderdale District,,Speciality Outlets
The White Horse,1020034,409361,425048.1,Southgate,Halifax,West Yorkshire,HX1 1DL,Calderdale District,,Restaurants
Le Monde,1020018,414755.1,437406.6,Arndale Shopping Centre,Shipley,West Yorkshire,BD18 3QQ,Bradford District,,Takeaways
The Old House at Home,1020034,414857.5,437424.3,Otley Road,Shipley,West Yorkshire,BD18 2BJ,Bradford District,,Restaurants
One Stop,9470699,388652,440010.1,Albert Road,Colne,Lancashire,BB8 0AD,Pendle District,Tesco One Stop,Convenience Stores
Bettys,1020013,411564,447637.8,The Grove,Ilkley,West Yorkshire,LS29 9EE,Bradford District,Bettys,Cafes
Bootleggers,1020034,384255.6,432490.6,Boot Way,Burnley,Lancashire,BB11 2EE,Burnley District,,Restaurants
Ziggy's Spice House,1020018,409021.6,424877.7,Carlton Street,Halifax,West Yorkshire,HX1 2AL,Calderdale District,,Takeaways
Union Cross Hotel,1020034,409342.1,425259.8,Old Market,Halifax,West Yorkshire,HX1 1TN,Calderdale District,,Restaurants
The Big Window,1020034,384055.9,432488.7,Manchester Road,Burnley,Lancashire,BB11 1HG,Burnley District,Amber Taverns,Restaurants
White Lion,1020034,384205.4,432525,St. James's Street,Burnley,Lancashire,BB11 1NQ,Burnley District,,Restaurants
Pearsons Fish & Chips,1020020,409454.3,425023.6,Union Street,Halifax,West Yorkshire,HX1 1PR,Calderdale District,,Takeaways
Toffee Smith's,9470663,409377,425120,Town Centre,Halifax,West Yorkshire,HX1 1DY,Calderdale District,,Speciality Outlets
Martin's,9470699,414713,437527,Market Square,Shipley,West Yorkshire,BD18 3QB,Bradford District,Martin McColl Ltd,Convenience Stores
Corner Pin,1020034,457278.1,402920.8,St. Sepulchre Gate West,Doncaster,South Yorkshire,DN1 3AH,Doncaster District,,Restaurants
The Railway,1020034,457218.2,403068.7,West Street,Doncaster,South Yorkshire,DN1 3AA,Doncaster District,,Restaurants
Hallcross,1020034,457911.5,403248.7,Hall Gate,Doncaster,South Yorkshire,DN1 3NL,Doncaster District,,Restaurants
Marmaris Supermarket & Off Licence,9470669,457828.2,403174.5,Hall Gate,Doncaster,South Yorkshire,DN1 3NR,Doncaster District,,Speciality Outlets
Sainsbury's Local,9470699,429730.5,454938,Cold Bath Road,Harrogate,North Yorkshire,HG2 0NJ,Harrogate District,Sainsbury's Local,Convenience Stores
Sainsbury's Local,9470699,459960.4,453351.4,Burton Stone Lane,York,North Yorkshire,YO30 6DG,York,Sainsbury's Local,Convenience Stores
Sainsbury's Local,9470699,456860.9,451637.2,Beckfield Lane,York,North Yorkshire,YO26 5PN,York,Sainsbury's Local,Convenience Stores
