name,pointx_class,feature_easting,feature_northing,street_name,locality,geographic_county,postcode,admin_boundary,brand,FEATClass
Sainsbury's Local,9470699,437483,433129,Cross Gates,Leeds,West Yorkshire,LS15 9JB,Leeds District,Sainsbury's Local,Convenience Stores
Gill's Mini Market,9470699,431619.8,422922,Wrenthorpe Road,"Wrenthorpe, Wakefield",West Yorkshire,WF2 0LP,Wakefield District,,Convenience Stores
One Stop,9470699,442418,420098.3,Station Lane,"Featherstone, Pontefract",West Yorkshire,WF7 5BE,Wakefield District,Tesco One Stop,Convenience Stores
One Stop,9470699,420502.6,433907.8,Galloway Lane,Pudsey,West Yorkshire,LS28 8LE,Leeds District,Tesco One Stop,Convenience Stores
Vanilla,1020034,384336.6,397826.3,Richmond Street,"City Centre, Manchester",Greater Manchester,M1 3WB,Manchester District,,Restaurants
Premier Stores,9470699,389709.8,412867,Drake Street,Rochdale,Greater Manchester,OL16 1QB,Rochdale District,Premier,Convenience Stores
Sainsbury's Local,9470699,429036.7,419944.5,South Parade,Ossett,West Yorkshire,WF5 0EB,Wakefield District,Sainsbury's Local,Convenience Stores
Common,1020034,384437,398639,Edge Street,Manchester,Greater Manchester,M4 1HW,Manchester District,,Restaurants
Fosters Convenience Store,9470699,435062.6,434735.8,York Road,Leeds,West Yorkshire,LS14 6AA,Leeds District,,Convenience Stores
Sainsbury's Local,9470699,429941.1,427992.4,Middleton Park Avenue,"Middleton, Leeds",West Yorkshire,LS10 4HP,Leeds District,Sainsbury's Local,Convenience Stores
The Albert,1020034,399336.8,427163.4,Albert Street,Hebden Bridge,West Yorkshire,HX7 8AH,Calderdale District,,Restaurants
Grosik,9470699,432335.9,435006.6,Harehills Lane,Leeds,West Yorkshire,LS9 6AA,Leeds District,,Convenience Stores
Naughty But Nice,1020013,393867.5,408909.4,Market Street,"Shaw, Oldham",Greater Manchester,OL2 8NH,Oldham District,,Cafes
Openshaw Super Store,9470669,388771.6,397396.2,Ashton Old Road,Manchester,Greater Manchester,M11 1BU,Manchester District,,Speciality Outlets
S. Myers,9470666,430546,433522,City Centre,Leeds,West Yorkshire,LS2 7HY,Leeds District,,Speciality Outlets
The Brunch Cafe,1020013,430483,433602,City Centre,Leeds,West Yorkshire,LS2 7HY,Leeds District,,Cafes
Dale Farm Foods,9470662,430546,433522,City Centre,Leeds,West Yorkshire,LS2 7HY,Leeds District,,Speciality Outlets
Sweetmania,9470663,430546,433522,,Leeds,West Yorkshire,LS2 7HY,Leeds District,,Speciality Outlets
Wisla Supermarket,9470669,457890,403520.8,Christ Church Road,Doncaster,South Yorkshire,DN1 2QL,Doncaster District,,Speciality Outlets
Spar Store,9470699,447821,456069,York Road,"Green Hammerton, York",North Yorkshire,YO26 8EQ,Harrogate District,Spar,Convenience Stores
Spar Store,9470699,424549.3,403198.8,High Street,"Penistone, Sheffield",South Yorkshire,S36 6BS,Barnsley District,Spar,Convenience Stores
Pumpkin,1020013,459610,451737,City Centre,York,North Yorkshire,YO24 1AB,York,Pumpkin,Cafes
Spar Store,9470699,403506.9,437183.8,Station Road,"Haworth, Keighley",West Yorkshire,BD22 8NJ,Bradford District,Spar,Convenience Stores
Union St. News,9470699,433251.8,420995.3,Union Street,Wakefield,West Yorkshire,WF1 3AE,Wakefield District,,Convenience Stores
The Tripe Shop,9470662,430546,433522,,Leeds,West Yorkshire,LS2 7HY,Leeds District,,Speciality Outlets
Discount Sweets,9470663,430519,433527,Kirkgate Market,Leeds,West Yorkshire,LS2 7JJ,Leeds District,,Speciality Outlets
Dj's,1020013,445624.3,421841,Mauds Yard,Pontefract,West Yorkshire,WF8 1AQ,Wakefield District,,Cafes
Tony Banks Fruit & Veg,9470669,430546,433522,City Centre,Leeds,West Yorkshire,LS2 7HY,Leeds District,,Speciality Outlets
Crawshaw Butchers,9470662,430546,433522,City Centre,Leeds,West Yorkshire,LS2 7HY,Leeds District,Crawshaws,Speciality Outlets
Chico's Cafe & Takeaway,1020018,460136.2,451651.9,Bridge Street,York,North Yorkshire,YO1 6DA,York,,Takeaways
Hayes Seafood,9470666,430546,433522,City Centre,Leeds,West Yorkshire,LS2 7HY,Leeds District,,Speciality Outlets
Subway,1020018,416406,432998,Broadway,Bradford,West Yorkshire,BD1 1JD,Bradford District,Subway,Takeaways
Cafe M,1020013,430325.2,455321,Victoria Shopping Centre,Harrogate,North Yorkshire,HG1 1AE,Harrogate District,,Cafes
Epworth Grill,1020018,478301,403827,High Street,Doncaster,Lincolnshire,DN9 1ET,North Lincolnshire,,Takeaways
Super Choice,9470669,384117,401229,Cheetham Hill Road,Manchester,Greater Manchester,M8 9PA,Manchester District,,Speciality Outlets
Fryway's,1020020,459616.8,451285.2,Blossom Street,York,North Yorkshire,YO24 1AZ,York,,Takeaways
Starbucks Coffee Co UK Ltd,1020013,416891.9,424138,Highmoor Lane,Brighouse,West Yorkshire,HD6 4JX,Calderdale District,Starbucks Coffee,Cafes
Tesco Express,9470699,432577.3,455780.7,High Street,Harrogate,North Yorkshire,HG2 7HY,Harrogate District,Tesco Express,Convenience Stores
Breakfast Cottage Cafe,1020013,430483,433602,City Centre,Leeds,West Yorkshire,LS2 7HY,Leeds District,,Cafes
Kitchen's,9470662,430546,433522,City Centre,Leeds,West Yorkshire,LS2 7HY,Leeds District,,Speciality Outlets
Summerbee Bar,1020034,386801,398512,Clayton,Manchester,Greater Manchester,M11 3FF,Manchester District,,Restaurants
Star Bar,1020034,386801,398512,Clayton,Manchester,Greater Manchester,M11 3FF,Manchester District,,Restaurants
The Cafe Express,1020013,430483,433602,City Centre,Leeds,West Yorkshire,LS2 7HY,Leeds District,,Cafes
Happy House,1020018,435968.8,435414.5,York Road,Leeds,West Yorkshire,LS14 6DX,Leeds District,,Takeaways
Rose's Cafe,1020013,435103.6,434755.7,York Road,Leeds,West Yorkshire,LS14 6AX,Leeds District,,Cafes
Brown's Sweets,9470663,430422,433505,,Leeds,West Yorkshire,LS2 7HY,Leeds District,,Speciality Outlets
Neil's Fruit Shop,9470669,430546,433522,City Centre,Leeds,West Yorkshire,LS2 7HY,Leeds District,,Speciality Outlets
Baltic Coast,9470665,431218.8,471482.7,North Street,Ripon,North Yorkshire,HG4 1JY,Harrogate District,,Speciality Outlets
Ben & Jerry's,1020018,427617.7,434271.8,Cardigan Fields Road,Leeds,West Yorkshire,LS4 2DG,Leeds District,Ben & Jerry's,Takeaways
Harry's,1020020,388005.7,402679.2,Moston Lane,Manchester,Greater Manchester,M40 5GT,Manchester District,,Takeaways
The Walkway Cafe Bar,1020013,474572,423700,Paradise Place,Goole,East Riding of Yorkshire,DN14 5DL,East Riding of Yorkshire,,Cafes
The Kiosk,9470699,406532,441315,Town Centre,Keighley,West Yorkshire,BD21 4HP,Bradford District,,Convenience Stores
Subway,1020018,395905,398747,Stamford Street,Stalybridge,Greater Manchester,SK15 1LU,Tameside District,Subway,Takeaways
Martin's,9470699,386036.2,437784.5,Pendle Rise Shopping Centre,Nelson,Lancashire,BB9 9SL,Pendle District,Martin McColl Ltd,Convenience Stores
Ollie's Fisheries,1020020,431626,432804,Easy Road,Leeds,West Yorkshire,LS9 0AZ,Leeds District,,Takeaways
Tesco Express,9470699,429886.9,432896.6,Water Lane,Leeds,West Yorkshire,LS11 5QS,Leeds District,Tesco Express,Convenience Stores
Courtyard,1020034,384012.4,397248.1,Lower Chatham Street,Manchester,Greater Manchester,M1 5SU,Manchester District,,Restaurants
Martins Bakery,9470661,383775,401955.4,Bury Old Road,"Cheetham Hill, Manchester",Greater Manchester,M8 5BW,Manchester District,Martins Bakery,Takeaways
Fantasia,9470668,430408.7,433573.3,Ludgate Hill,Leeds,West Yorkshire,LS2 7HZ,Leeds District,,Speciality Outlets
D J Meats,9470662,388866.4,397182.2,Ogden Lane,Manchester,Greater Manchester,M11 2LZ,Manchester District,,Speciality Outlets
Martins Bakery,9470661,389368.4,397336.8,Ashton Old Road,Manchester,Greater Manchester,M11 1JG,Manchester District,Martins Bakery,Takeaways
East Park News,9470699,431830,433214,East Park Road,Leeds,West Yorkshire,LS9 9JD,Leeds District,,Convenience Stores
Hoppers,9470699,478612.2,471794,Market Place,Malton,North Yorkshire,YO17 7LW,Ryedale District,,Convenience Stores
Grand Central,1020034,384105,397515,City Centre,Manchester,Greater Manchester,M1 5NH,Manchester District,,Restaurants
The Temple,1020034,384016.1,397674.7,Great Bridgewater Street,Manchester,Greater Manchester,M1 5JW,Manchester District,,Restaurants
Ocean Fisheries,1020020,429417.3,431336.6,Tempest Road,Leeds,West Yorkshire,LS11 6AU,Leeds District,,Takeaways
Middleton Park Foodstore,9470699,429989,428068,Middleton Park Road,Leeds,West Yorkshire,LS10 4LS,Leeds District,,Convenience Stores
Burger King Ltd,1020018,416891.9,424138,Highmoor Lane,Brighouse,West Yorkshire,HD6 4JX,Calderdale District,Burger King,Takeaways
Starbucks Coffee Co UK Ltd,1020013,427432,426388,Capitol Boulevard,"Morley, Leeds",West Yorkshire,LS27 0TS,Leeds District,Starbucks Coffee,Cafes
Food Stall,1020018,393962,399169,Market Street,Ashton-under-Lyne,Greater Manchester,OL6 6BU,Tameside District,,Takeaways
Hanging Ditch Wine Merchants,1020034,383844.8,398687.2,Victoria Street,Manchester,Greater Manchester,M3 1ST,Manchester District,,Restaurants
The Coffee House,1020013,398763,451698,Coach Street,Skipton,North Yorkshire,BD23 1LQ,Craven District,,Cafes
Brown Cow,1020034,405795.3,441043.9,Cross Leeds Street,Keighley,West Yorkshire,BD21 2LQ,Bradford District,,Restaurants
The New Conservatory,1020034,430074.1,433589.3,Albion Place,Leeds,West Yorkshire,LS1 6JL,Leeds District,,Restaurants
The Volunteers,1020034,406217.4,441364.4,Lawkholme Lane,Keighley,West Yorkshire,BD21 3DX,Bradford District,,Restaurants
The Savile Arms,1020034,410757.9,421102.8,Southgate,Elland,West Yorkshire,HX5 0BW,Calderdale District,,Restaurants
Mounseys,9470699,420249.5,445511.6,Market Street,Otley,West Yorkshire,LS21 3AF,Leeds District,,Convenience Stores
Kc's,1020013,384274,432426,Centenary Way,Burnley,Lancashire,BB11 2EQ,Burnley District,,Cafes
Rosy Quality Butchers,9470662,432198.5,435161.1,Harehills Lane,Leeds,West Yorkshire,LS8 5DH,Leeds District,,Speciality Outlets
The Corn Exchange,9470705,457663.7,403518.7,Market Place,Doncaster,South Yorkshire,DN1 1NG,Doncaster District,,Speciality Outlets
Scoop's,1020018,460443,451691,Coppergate Walk,York,North Yorkshire,YO1 9NT,York,,Takeaways
Circles Cafe,1020013,460013.2,451946.6,Lendal Bridge,York,North Yorkshire,YO1 7DP,York,,Cafes
Brewsters Traditional English Fish & Chips,1020020,384136,399579,Cheetham Hill Road,Manchester,Greater Manchester,M4 4ER,Manchester District,,Takeaways
Premier Stores,9470699,427657,416229.2,Upper Lane,"Netherton, Wakefield",West Yorkshire,WF4 4NF,Wakefield District,Premier,Convenience Stores
Premier Stores,9470699,456697,413668,Moss Road,"Askern, Doncaster",South Yorkshire,DN6 0LW,Doncaster District,Premier,Convenience Stores
Spar Store,9470699,492023.7,418354.8,Earlsgate,"Winterton, Scunthorpe",Lincolnshire,DN15 9SS,North Lincolnshire,Spar,Convenience Stores
Subway,1020018,390771,402933,Manchester Road,Oldham,Greater Manchester,OL8 4RH,Oldham District,Subway,Takeaways
Spar Store,9470699,443935.2,396868,Dale Road,"Rawmarsh, Rotherham",South Yorkshire,S62 7BY,Rotherham District,Spar,Convenience Stores
Spar Store,9470699,465180.9,401310,Ellers Lane,"Auckley, Doncaster",South Yorkshire,DN9 3HY,Doncaster District,Spar,Convenience Stores
Spar Store,9470699,455710,406043.2,Petersgate,Doncaster,South Yorkshire,DN5 9JW,Doncaster District,Spar,Convenience Stores
Premier Stores,9470699,393649.4,406056.3,London Road,Oldham,Greater Manchester,OL1 4BW,Oldham District,Premier,Convenience Stores
Premier Stores,9470699,429792.7,427334.4,Throstle Lane,Leeds,West Yorkshire,LS10 4JD,Leeds District,Premier,Convenience Stores
Raja Bros,9470699,392959,398234,Stockport Road,Ashton-under-Lyne,Greater Manchester,OL7 0LH,Tameside District,Raja Bros,Convenience Stores
Premier Stores,9470699,387988.4,399903.3,Scotland Hall Road,Manchester,Greater Manchester,M40 2UE,Manchester District,Premier,Convenience Stores
Strensall Fisheries,1020020,460127.2,458599.2,The Village,"Wigginton, York",North Yorkshire,YO32 2PJ,York,,Takeaways
Premier Stores,9470699,386348.6,407250.9,Windermere Road,"Middleton, Manchester",Greater Manchester,M24 5NQ,Rochdale District,Premier,Convenience Stores
Nisa,9470699,424563,435638,Broad Lane,Leeds,West Yorkshire,LS13 2NN,Leeds District,Nisa,Convenience Stores
Spar Store,9470699,386493.5,435028.6,Burnley Road,"Briercliffe, Burnley",Lancashire,BB10 2HJ,Burnley District,Spar,Convenience Stores
Spar Store,9470699,385908.1,403801.3,Hill Lane,Manchester,Greater Manchester,M9 6RL,Manchester District,Spar,Convenience Stores
D. & K. Stores,9470699,459642.7,450347.7,Albemarle Road,York,North Yorkshire,YO23 1EP,York,,Convenience Stores
The Royal Oak,1020034,459207.1,447616,Main Street,"Bishopthorpe, York",North Yorkshire,YO23 2RA,York,,Restaurants
News & Booze,9470699,457457.6,452618.9,Boroughbridge Road,York,North Yorkshire,YO26 6AB,York,,Convenience Stores
Upper Crust,1020018,384347.2,397944.8,Chorlton Street,Manchester,Greater Manchester,M1 3JF,Manchester District,Upper Crust,Takeaways
Premier Stores,9470699,386243.6,406451.4,Wood Street,"Middleton, Manchester",Greater Manchester,M24 5RA,Rochdale District,Premier,Convenience Stores
Premier Stores,9470699,434738.9,405224.6,Highstone Road,Barnsley,South Yorkshire,S70 4EJ,Barnsley District,Premier,Convenience Stores
Premier Stores,9470699,437339.5,401172.7,Town Centre,Barnsley,South Yorkshire,S74 9PQ,Barnsley District,Premier,Convenience Stores
Premier Stores,9470699,441197.9,409413.6,Brierley Road,"Grimethorpe, Barnsley",South Yorkshire,S72 7EL,Barnsley District,Premier,Convenience Stores
Premier Stores,9470699,407704.8,427585.3,Keighley Road,Halifax,West Yorkshire,HX2 8AR,Calderdale District,Premier,Convenience Stores
Premier Stores,9470699,416149,437907,Leeds Road,Shipley,West Yorkshire,BD18 1DZ,Bradford District,Premier,Convenience Stores
Premier Stores,9470699,413390.4,433485.3,Thornton Road,Bradford,West Yorkshire,BD8 0LE,Bradford District,Premier,Convenience Stores
Luxury Ice Cream Company,1020018,460292.9,451976.6,Back Swinegate,York,North Yorkshire,YO1 8AD,York,,Takeaways
The Blossom Cafe,1020013,459607.2,451330.6,Blossom Street,York,North Yorkshire,YO24 1AJ,York,,Cafes
Tesco Express,9470699,385982.6,432423.6,Brunshaw Road,Burnley,Lancashire,BB10 3JB,Burnley District,Tesco Express,Convenience Stores
Fortune Place,1020018,383604.3,403181.3,Middleton Road,Manchester,Greater Manchester,M8 4LR,Bury District,,Takeaways
Spar Store,9470699,446712.6,421933.8,Baghill Lane,Pontefract,West Yorkshire,WF8 2HB,Wakefield District,Spar,Convenience Stores
Eskimo Joe's,9470699,430546,433522,,Leeds,West Yorkshire,LS2 7HY,Leeds District,,Convenience Stores
Spices & Rices,1020018,424241.2,424317.6,Commercial Street,Batley,West Yorkshire,WF17 5DP,Kirklees District,,Takeaways
Patsons News,9470699,424242.3,424335.5,Branch Road,Batley,West Yorkshire,WF17 5RY,Kirklees District,,Convenience Stores
The Croppers Arms,1020034,412764.3,417239.7,Westbourne Road,Huddersfield,West Yorkshire,HD1 4LF,Kirklees District,,Restaurants
Wok Express,1020018,386172.4,401462.9,Church Lane,Manchester,Greater Manchester,M9 4NH,Manchester District,,Takeaways
The Fox Inn,1020034,385353.8,402904.3,Old Market Street,Manchester,Greater Manchester,M9 8DX,Manchester District,Joseph Holt,Restaurants
The Frying Plaice,1020020,385961.9,404047.9,Hill Lane,Manchester,Greater Manchester,M9 6RG,Manchester District,,Takeaways
Nisa,9470699,453904.2,398095.9,Violet Avenue,"Edlington, Doncaster",South Yorkshire,DN12 1NP,Doncaster District,Nisa,Convenience Stores
Lindt,9470663,460682,447730,St. Nicholas Avenue,"Fulford, York",North Yorkshire,YO19 4TA,York,Lindt,Speciality Outlets
Sarah's Family Dining,1020013,489817.6,411520.8,High Street,Scunthorpe,Lincolnshire,DN15 6SX,North Lincolnshire,,Cafes
Bojangles,1020013,399058.9,451583,Newmarket Street,Skipton,North Yorkshire,BD23 2HR,Craven District,,Cafes
Wilkinson's,1020020,406095.9,441061.1,Low Street,Keighley,West Yorkshire,BD21 3PN,Bradford District,,Takeaways
Marley's Butchers,9470662,431196.9,471475.3,North Street,Ripon,North Yorkshire,HG4 1DP,Harrogate District,,Speciality Outlets
Wilsons Fish & Chips,1020020,489157.4,411583,Frodingham Road,Scunthorpe,Lincolnshire,DN15 7JP,North Lincolnshire,,Takeaways
Yummy House,1020018,385030.1,398920.5,Oldham Road,Manchester,Greater Manchester,M4 6BG,Manchester District,,Takeaways
Scalinis Fish Bar & Restaurant,1020020,489555.2,411342.7,Ravendale Street North,Scunthorpe,Lincolnshire,DN15 6NE,North Lincolnshire,,Takeaways
Honest Lawyer,1020034,489239.6,411045.6,Oswald Road,Scunthorpe,Lincolnshire,DN15 7PG,North Lincolnshire,,Restaurants
Wicked Bar,1020034,489216.5,411304.4,High Street,Scunthorpe,Lincolnshire,DN15 6LQ,North Lincolnshire,,Restaurants
Victoria Hotel,1020034,434983.9,405676.3,Sheffield Road,Barnsley,South Yorkshire,S70 4NW,Barnsley District,Tadcaster Pub Company,Restaurants
The Ancient Borough Arms,1020034,445587,421841,Market Place,Pontefract,West Yorkshire,WF8 1AG,Wakefield District,,Restaurants
Yee Hing,1020018,385384.4,404151.7,Victoria Avenue,Manchester,Greater Manchester,M9 0RA,Manchester District,,Takeaways
Shawarma,1020018,429333.4,435048.7,Raglan Road,Leeds,West Yorkshire,LS2 9DZ,Leeds District,,Takeaways
Best-One,9470699,429221.5,434987.9,Clarendon Road,Leeds,West Yorkshire,LS2 9DT,Leeds District,Best-One,Convenience Stores
Ben Chippy,1020020,387025.1,401920.6,Moston Lane,Manchester,Greater Manchester,M40 9WB,Manchester District,,Takeaways
Premier Stores,9470699,387542.5,432371,Church Square,"Worsthorne, Burnley",Lancashire,BB10 3NH,Burnley District,Premier,Convenience Stores
New Briggate Newsagents,9470699,430279.4,433822.8,New Briggate,Leeds,West Yorkshire,LS2 8JD,Leeds District,,Convenience Stores
The Town Mouse,1020034,383835.2,432820.5,Royle Road,Burnley,Lancashire,BB12 0EL,Burnley District,,Restaurants
McColl's,9470699,443489.5,400814.4,Montgomery Square,"Wath-upon-Dearne, Rotherham",South Yorkshire,S63 7RZ,Rotherham District,Martin McColl Ltd,Convenience Stores
Moston Resources & Groceries Store,9470699,386946.4,401947.4,Moston Lane,Manchester,Greater Manchester,M40 9NB,Manchester District,,Convenience Stores
The Bank,1020034,384142.8,398139,Mosley Street,Manchester,Greater Manchester,M2 3FF,Manchester District,Nicholson's Pubs,Restaurants
Merchants Internet Cafe,1020025,384512.9,398328.4,Back Piccadilly,Manchester,Greater Manchester,M1 1HP,Manchester District,,Cafes
Downtown Sandwich & Cafe Bar,1020018,427488.4,434892.8,Burley Road,Leeds,West Yorkshire,LS4 2JJ,Leeds District,,Takeaways
Clifton Catering,1020013,459499.1,452864,Clifton,York,North Yorkshire,YO30 6AW,York,,Cafes
Toppers Deli,1020018,409237.9,425015.6,Commercial Street,Halifax,West Yorkshire,HX1 1BE,Calderdale District,,Takeaways
Shoesmiths,9470699,409228,424991.7,Commercial Street,Halifax,West Yorkshire,HX1 1BE,Calderdale District,,Convenience Stores
Reflex the 80s Bar,1020034,415991,432776.4,Morley Street,Bradford,West Yorkshire,BD7 1BW,Bradford District,Reflex The 80s Bar,Restaurants
Martins Bakery,9470661,389704.9,400663.1,Lord Lane,"Failsworth, Manchester",Greater Manchester,M35 0RZ,Oldham District,Martins Bakery,Takeaways
Dragon Palace,1020018,392995.8,404940.2,Union Street,Oldham,Greater Manchester,OL1 1DU,Oldham District,,Takeaways
The Deli,1020013,489324.7,411282.2,Laneham Street,Scunthorpe,Lincolnshire,DN15 6LJ,North Lincolnshire,,Cafes
Blues Cafe Bar,1020034,430054.4,455294.1,Montpellier Parade,Harrogate,North Yorkshire,HG1 2TJ,Harrogate District,,Restaurants
Star Chef Chinese Takeaway,1020018,427711.6,436080.4,North Lane,"Headingley, Leeds",West Yorkshire,LS6 3HW,Leeds District,,Takeaways
Aladdins News,9470699,428987.5,435464.7,The Crescent,"Hyde Park, Leeds",West Yorkshire,LS6 2NW,Leeds District,,Convenience Stores
Starbucks Coffee Co UK Ltd,1020013,430325.2,455321,Victoria Shopping Centre,Harrogate,North Yorkshire,HG1 1AE,Harrogate District,Starbucks Coffee,Cafes
Mistry Newsagents,9470699,428064.3,435058.3,Cardigan Road,Leeds,West Yorkshire,LS6 1LU,Leeds District,,Convenience Stores
The Harrogate Brasserie & Hotel,1020034,430176,455520,Cheltenham Parade,Harrogate,North Yorkshire,HG1 1DB,Harrogate District,Timothy Taylor's,Restaurants
La Cafetiere,1020013,428988.3,435459.5,The Crescent,"Hyde Park, Leeds",West Yorkshire,LS6 2NW,Leeds District,,Cafes
Chichini,1020013,428954.4,435456.8,Hyde Park Corner,Leeds,West Yorkshire,LS6 1AF,Leeds District,,Cafes
Euro Foods,9470699,428382.7,434644.2,Alexandra Road,Leeds,West Yorkshire,LS6 1QT,Leeds District,,Convenience Stores
Dayalji Stores,9470699,428258.5,435422,Victoria Road,Leeds,West Yorkshire,LS6 1DR,Leeds District,,Convenience Stores
Buck & Union,1020034,392566.6,404811.4,Union Street,Oldham,Greater Manchester,OL1 1BE,Oldham District,,Restaurants
Fish Dish,1020020,416136.5,433261.2,James Street,Bradford,West Yorkshire,BD1 3PZ,Bradford District,,Takeaways
Slip's Deli,9470665,428028.5,435147.1,Cardigan Road,Leeds,West Yorkshire,LS6 1LU,Leeds District,,Speciality Outlets
Cunningham,9470699,392451.9,405189.5,Henshaw Street,Oldham,Greater Manchester,OL1 1NH,Oldham District,,Convenience Stores
Hare & Hounds,1020034,392772.7,405037.4,Yorkshire Street,Oldham,Greater Manchester,OL1 1QS,Oldham District,,Restaurants
Virginia Fried Chicken,1020018,392495.4,404827.4,Union Street,Oldham,Greater Manchester,OL1 1HH,Oldham District,,Takeaways
The Sun Hotel,1020034,415970.2,433160.2,Sunbridge Road,Bradford,West Yorkshire,BD1 2ND,Bradford District,,Restaurants
Boy & Barrel,1020034,416097.7,433247.6,Westgate,Bradford,West Yorkshire,BD1 2QR,Bradford District,,Restaurants
The Bradford Arms,1020034,415952.3,433798.2,Manningham Lane,Bradford,West Yorkshire,BD1 3BA,Bradford District,,Restaurants
Barkers Newsagents,9470699,416290.7,433064.3,Sunbridge Road,Bradford,West Yorkshire,BD1 2AA,Bradford District,,Convenience Stores
The White Swan,1020034,415062.4,430089.5,High Street,"Wibsey, Bradford",West Yorkshire,BD6 1JU,Bradford District,Punch Taverns,Restaurants
The Lane Ends,1020034,417442.7,436366.9,Norman Lane,Bradford,West Yorkshire,BD2 2JT,Bradford District,Punch Taverns,Restaurants
The Swing Gate,1020034,417561.7,435769,Idle Road,Bradford,West Yorkshire,BD2 2AH,Bradford District,Punch Taverns,Restaurants
Great Northern,1020034,417473.3,438531.3,Leeds Road,"Idle, Bradford",West Yorkshire,BD10 8JH,Bradford District,Punch Taverns,Restaurants
Jenny's Tea Rooms,1020013,429968.8,455318.1,Montpellier Street,Harrogate,North Yorkshire,HG1 2TQ,Harrogate District,,Cafes
Oliver's Fish & Chips,1020020,429748,455017,Town Centre,Harrogate,North Yorkshire,HG2 0NA,Harrogate District,,Takeaways
Salvo's Cafe & Salumeria,1020013,427700.5,436469.7,Otley Road,Leeds,West Yorkshire,LS6 3PX,Leeds District,,Cafes
Crossley News,9470699,427923.3,436127.1,Otley Road,Leeds,West Yorkshire,LS6 3AB,Leeds District,,Convenience Stores
Tesco Express,9470699,416746.7,417121.6,Long Lane,Huddersfield,West Yorkshire,HD5 9SF,Kirklees District,Tesco Express,Convenience Stores
Tesco Express,9470699,458253.2,404491.7,Wentworth Road,Doncaster,South Yorkshire,DN2 4DB,Doncaster District,Tesco Express,Convenience Stores
Tesco Express,9470699,445573.8,403050.6,Furlong Road,"Bolton-upon-Dearne, Rotherham",South Yorkshire,S63 8HB,Barnsley District,Tesco Express,Convenience Stores
Tesco Express,9470699,463334.6,460863.9,The Village,"Strensall, York",North Yorkshire,YO32 5XR,York,Tesco Express,Convenience Stores
Sainsbury's Local,9470699,421913.6,432979.2,Chapeltown,Pudsey,West Yorkshire,LS28 7RZ,Leeds District,Sainsbury's Local,Convenience Stores
Premier Stores,9470699,442856.2,426191.7,Lock Lane,Castleford,West Yorkshire,WF10 2JZ,Wakefield District,Premier,Convenience Stores
Tesco Express,9470699,423764.5,437336,New Road Side,"Horsforth, Leeds",West Yorkshire,LS18 4QD,Leeds District,Tesco Express,Convenience Stores
Premier Stores,9470699,440723.2,428674.3,Leeds Road,"Allerton Bywater, Castleford",West Yorkshire,WF10 2HE,Leeds District,Premier,Convenience Stores
Tesco Express,9470699,424928.8,440252.6,Green Lane,"Cookridge, Leeds",West Yorkshire,LS16 7EE,Leeds District,Tesco Express,Convenience Stores
Sainsbury's Local,9470699,441297.6,431094.2,Moorgate Road,"Kippax, Leeds",West Yorkshire,LS25 7ET,Leeds District,Sainsbury's Local,Convenience Stores
The Old Vicarage,9470705,433484.9,420907.9,Zetland Street,Wakefield,West Yorkshire,WF1 1QT,Wakefield District,,Speciality Outlets
The Box Office,1020034,414202.4,408206.9,Market Walk,Holmfirth,West Yorkshire,HD9 7DA,Kirklees District,,Restaurants
Sharlands Butchers,9470662,414226.1,408171.3,Market Walk,Holmfirth,West Yorkshire,HD9 7DA,Kirklees District,,Speciality Outlets
Abaseen,1020018,407957,424762,Queens Road,Halifax,West Yorkshire,HX1 3XY,Calderdale District,,Takeaways
Pizza Hut,1020018,461889.5,451325.2,Hull Road,York,North Yorkshire,YO10 3JW,York,Pizza Hut,Takeaways
Mannion & Co,9470665,460160.3,452065,Blake Street,York,North Yorkshire,YO1 8QJ,York,,Speciality Outlets
The Exhibition,1020034,460091.2,452293.7,Bootham,York,North Yorkshire,YO30 7BW,York,,Restaurants
The Bay Horse,1020034,459607.1,451271.6,Blossom Street,York,North Yorkshire,YO24 1AZ,York,,Restaurants
Royal Oak,1020034,460518.3,452193,Goodramgate,York,North Yorkshire,YO1 7LG,York,,Restaurants
Castle Tea Rooms,1020013,460410.1,451646.6,Castlegate,York,North Yorkshire,YO1 9RN,York,,Cafes
Rainbow House,1020018,460184.3,451038,Bishopthorpe Road,York,North Yorkshire,YO23 1JJ,York,,Takeaways
Cross Keys,1020034,460465.7,452134.5,Goodramgate,York,North Yorkshire,YO1 7LF,York,Nicholson's Pubs,Restaurants
Cafe No. 8 Bistro,1020013,460133.4,452289.2,Gillygate,York,North Yorkshire,YO31 7EQ,York,,Cafes
Fields Fayre,1020018,460858.2,450507.1,Fulford Road,York,North Yorkshire,YO10 4DD,York,,Takeaways
Garden House Cafe,1020013,460410.6,452254.6,Minster Yard,York,North Yorkshire,YO1 7JL,York,National Trust,Cafes
The Nut Centre,9470672,460340.3,451794.9,Market Street,York,North Yorkshire,YO1 8SL,York,,Speciality Outlets
The Nought-E Food Company,1020018,460174.3,451998.6,Blake Street,York,North Yorkshire,YO1 8QJ,York,,Takeaways
Harkers,1020034,460142.6,451955.4,St. Helens Square,York,North Yorkshire,YO1 8QN,York,Nicholson's Pubs,Restaurants
The Earl Grey Tea Rooms,1020013,460466.2,451873.8,Shambles,York,North Yorkshire,YO1 7LZ,York,,Cafes
